Date,Account,Description,Category,Tags,Amount
6/16/2024,Credit Card 2637,Venmo Inc,Restaurants,,-103
6/16/2024,Credit Card 2637,Transaction Fee,Service Charges/Fees,,-10
6/16/2024,Credit Card 2004,Sirius Xm,Entertainment,,-48.4
6/16/2024,Credit Card 2004,Flagship Car Wash,Automotive,,-31.99
6/15/2024,Credit Card 4008,Hilton Hotels & Resorts,Travel,,-45.81
6/15/2024,Credit Card 4008,Hilton Hotels & Resorts,Travel,,-222
6/15/2024,Credit Card 2637,Doordash,Restaurants,,-22.1
6/15/2024,Credit Card 2004,Uber,Travel,,-21.04
6/15/2024,Credit Card 2004,Uber,Travel,,-114.36
6/15/2024,Credit Card 2004,The Fieldhouse,Restaurants,,-46.8
6/15/2024,Credit Card 2004,Hilton Hotels & Resorts,Travel,,-128.11
6/14/2024,Credit Card 4008,Electronic Payment Received-thank,Credit Card Payments,,200
6/14/2024,Credit Card 2637,United Airlines,Travel,,-8
6/14/2024,Credit Card 2637,Ua Inflight/inclub Credit,Refunds & Reimbursements,,2
6/14/2024,Credit Card 2637,Walgreens,Healthcare/Medical,,-139.35
6/14/2024,Credit Card 2004,Github,Online Services,,-100
6/14/2024,Credit Card 2004,Hilton Hotels & Resorts,Travel,,-260
6/14/2024,Credit Card 2004,Hudson Group,General Merchandise,,-36.61
6/14/2024,Brokerage 9091,Af Trgt Date 2030 R6 - Contribution,Retirement Contributions,,716.67
6/14/2024,Credit Card 7031,Electronic Payment,Credit Card Payments,,200
6/14/2024,Brokerage IND,Dow - Dow Inc,Dividends Received,,2.8
6/14/2024,Brokerage IRA,Dow - Dow Inc,Dividends Received (tax-advantaged),,63.7
6/14/2024,Brokerage IRA,Ibkr - Interactive Brokers Group In-cl A,Dividends Received (tax-advantaged),,16.75
6/14/2024,Brokerage IRA,Pfe - Pfizer Inc,Dividends Received (tax-advantaged),,131.04
6/14/2024,Checking 2300,Capital One,Credit Card Payments,,-200
6/14/2024,Checking 2300,American Express,Credit Card Payments,,-200
6/14/2024,Checking 4690,Datastax Inc-osv Xxxxxxxxxx Xx0614 40osv03gdu Person One,Paychecks/Salary,,5368.27
6/13/2024,Credit Card 4008,Xbox,Entertainment,,-9.99
6/13/2024,Credit Card 2637,Domino's Pizza,Restaurants,,-57.1
6/13/2024,Credit Card 2004,Uber Eats,Restaurants,,-70.67
6/13/2024,Credit Card 2004,Life Time Fitness,Personal Care,,-15
6/13/2024,Credit Card 2004,Openai *chatgpt Subssan Francisco Ca,Restaurants,,-20
6/13/2024,Brokerage IND,Msft - Microsoft Corp,Dividends Received,,196.5
6/13/2024,Brokerage IRA,Hd - Home Depot Inc,Dividends Received (tax-advantaged),,60.75
6/13/2024,Savings 9667,Online Transfer To Person Two S Preferred Checking Xxxxxx0819 Ref #ib0njng6jt On 06/13/24,Transfers,,-65
6/12/2024,Credit Card 2637,Loudoun County Public Schools,Education,,-35
6/12/2024,Credit Card 2637,E-zpass,Travel,,-35
6/12/2024,Credit Card 2637,The Home Depot,Home Improvement,,-72.22
6/12/2024,Credit Card 2637,Sheetz,Groceries,,-50.32
6/12/2024,Credit Card 2004,In *swim Gem Inc Leesburg Va,Entertainment,,-175
6/12/2024,Credit Card 2004,Trader Joe's,Groceries,,-11.09
6/12/2024,Credit Card 2004,Virginia Department Of Alcoholic Beverage Control,Groceries,,-12.71
6/12/2024,Checking 4690,Paypal Inst Xfer Xx0612 Xsolla Hero War Person One,Transfers,,-180
6/12/2024,Checking 4690,Chase,Credit Card Payments,,-607.83
6/12/2024,Brokerage IND,Dar - Darling Ingredients Inc,General Rebalance,,1869.27
6/12/2024,Brokerage IRA,Dar - Darling Ingredients Inc,General Rebalance,,2990.84
6/12/2024,Brokerage IRA,Tgt - Target Corp,General Rebalance,,-3819.76
6/11/2024,Credit Card 2637,Payment Thank You-mobile,Credit Card Payments,,607.83
6/11/2024,Credit Card 2637,Bates Trucking Co Inc.,Automotive,,-52.75
6/11/2024,Credit Card 2637,Norweigan Cruise Line,Travel,,-199
6/11/2024,Credit Card 2637,Doordash,Restaurants,,-33.93
6/11/2024,Credit Card 2637,Safeway,Groceries,,-90.72
6/11/2024,Credit Card 2004,Springhill Suites,Travel,,-171.61
6/11/2024,Credit Card 2004,"Xx24 - Washington, Dreston Va",Other Expenses,,-167.45
6/11/2024,Credit Card 2004,Chick-fil-a,Restaurants,,-1.06
6/11/2024,Credit Card 2004,Loudountax Xxxxxx0450 Va,Taxes,,-738.9
6/11/2024,Credit Card 2004,Loudountax Xxxxxx0450 Va,Taxes,,-2730.67
6/11/2024,Credit Card 2004,Norwegian Cruise Line,Travel,,-882
6/11/2024,Credit Card 2004,Virginia Department Of Alcoholic Beverage Control,Groceries,,-25.42
6/11/2024,Credit Card 2004,Wegmans,Groceries,,-66.48
6/11/2024,Checking 4690,Dominion Energy,Utilities,,-181.96
6/11/2024,Checking 4690,American Express,Credit Card Payments,,-1742.16
6/11/2024,Checking 4690,American Express,Credit Card Payments,,-604.58
6/11/2024,Checking 4690,American Express,Credit Card Payments,,-540.15
6/11/2024,Brokerage IRA,Vnqi - Vanguard Intl Equity Index F-glb Ex Us Etf,Securities Trades,,-2374.88
6/10/2024,Credit Card 4008,People,General Merchandise,,-11.42
6/10/2024,Credit Card 4008,Mobile Payment - Thank You,Credit Card Payments,,604.58
6/10/2024,Credit Card 2637,Costco,General Merchandise,,-82.66
6/10/2024,Credit Card 2637,Costco,General Merchandise,,-241.31
6/10/2024,Credit Card 2637,First Watch,Restaurants,,-42.18
6/10/2024,Credit Card 2637,In *swim Gem Inc,Entertainment,,-77.25
6/10/2024,Credit Card 2637,Doordash,Restaurants,,-9.99
6/10/2024,Credit Card 2637,Giant Food,Groceries,,-55.08
6/10/2024,Credit Card 2004,Cooper's Hawk Winery & Restaurants,Restaurants,,-116.95
6/10/2024,Credit Card 2004,Mobile Payment - Thank You,Credit Card Payments,,1742.16
6/10/2024,Credit Card 1009,Mobile Payment - Thank You,Credit Card Payments,,540.15
6/10/2024,Brokerage IRA,Cvx - Chevron Corp New,Dividends Received (tax-advantaged),,96.17
6/10/2024,Brokerage IRA,Cmcsa - Comcast Corp New-cl A,Securities Trades,,-1935.84
6/10/2024,Brokerage IRA,Shw - Sherwin Williams Co,Securities Trades,,-2346.88
6/10/2024,Brokerage IRA,Xom - Exxon Mobil Corp,Dividends Received (tax-advantaged),,113.05
6/10/2024,Brokerage IRA,Sbux - Starbucks Corp,Securities Trades,,-3009.35
6/10/2024,Brokerage IRA,Vnq - Vanguard Index Fds-real Estate Etf,Securities Trades,,-2495.04
6/10/2024,Brokerage IRA,Mas - Masco Corp,Dividends Received (tax-advantaged),,26.97
6/10/2024,Brokerage IRA,Aep - American Elec Pwr Co Inc,Dividends Received (tax-advantaged),,66.88
6/10/2024,Brokerage IRA,Lly - Eli Lilly & Co,Dividends Received (tax-advantaged),,11.7
6/10/2024,Brokerage IRA,Nvda - Nvidia Corporation,Securities Trades,,0
6/10/2024,Checking 4690,Paypal Inst Xfer Xx0610 Xsolla Hero War Person One,Transfers,,-30.99
6/10/2024,Checking 4690,Paypal Inst Xfer Xx0608 Xsolla Hero War Person One,Transfers,,-1.89
6/9/2024,Credit Card 2004,Dollar Tree,General Merchandise,,-7.83
6/9/2024,Credit Card 2004,E-zpass,Travel,,-140
6/9/2024,Credit Card 2004,Sweetwater Tavern,Restaurants,,-126.41
6/8/2024,Credit Card 4008,Spotify,Entertainment,,-10.99
6/8/2024,Credit Card 2637,Grubhubmanhattanpizze,Restaurants,,-119
6/7/2024,Credit Card 4008,Discountaspnet 00-08monrovia Ca,Other Expenses,,-120
6/7/2024,Credit Card 2637,Safeway,Groceries,,-116.33
6/7/2024,Credit Card 2004,Norwegian Cruise Line,Travel,,-649
6/7/2024,Credit Card 2004,State Farm,Insurance,,-479.01
6/7/2024,Credit Card 2004,Springhill Suites,Travel,,-229.18
6/7/2024,Credit Card 2004,Walmart,General Merchandise,,-62.45
6/7/2024,Brokerage 8093,Target 2030 Fund - Contribution,Retirement Contributions,,1058.7
6/7/2024,Credit Card 1009,Ocean Xx Xxx8708 Myrtle Beach Sc,Other Expenses,,-540.15
6/7/2024,Checking 2300,State Of Maryland,Paychecks/Salary,,1029.13
6/7/2024,Checking 4690,Paypal Inst Xfer Xx0607 Xsolla Hero War Person One,Transfers,,-250
6/7/2024,Brokerage IND,Amgn - Amgen Inc,Dividends Received,,6.75
6/7/2024,Brokerage IRA,Cost - Costco Whsl Corp New,Securities Trades,,3385.81
6/7/2024,Brokerage IRA,Scco - Southern Copper Corp,Securities Trades,,2957.97
6/7/2024,Brokerage IRA,Gva - Granite Constr Inc,Securities Trades,,1599.77
6/7/2024,Brokerage IRA,Dd - Dupont De Nemours Inc,Securities Trades,,1842.28
6/7/2024,Brokerage IRA,Hon - Honeywell Intl Inc,Dividends Received (tax-advantaged),,41.04
6/7/2024,Brokerage IRA,Shyg - Ishares Tr-0-5yr Hi Yl Cp,Dividends Received (tax-advantaged),,22.1
6/7/2024,Brokerage IRA,Usig - Ishares Tr-usd Inv Grde Etf,Dividends Received (tax-advantaged),,21.05
6/7/2024,Brokerage IRA,Shw - Sherwin Williams Co,Dividends Received (tax-advantaged),,17.16
6/7/2024,Brokerage IRA,Schp - Schwab Strategic Tr-us Tips Etf,Dividends Received (tax-advantaged),,39.63
6/7/2024,Brokerage IRA,Amgn - Amgen Inc,Dividends Received (tax-advantaged),,67.5
6/6/2024,Credit Card 2004,Ltfitness Product/svxxx-xxx-0048 Mn,Personal Care,,-15
6/6/2024,Credit Card 2004,Red's Table,Restaurants,,-107.04
6/6/2024,Checking 2300,Wells Fargo,Transfers,,-100
6/6/2024,Checking 2300,Online Transfer To Person Two S Everyday Checking Xxxxxxxxx2628 Ref #ib0ngp2hkk On 06/06/24,Transfers,,-370
6/6/2024,Checking 2300,Zelle,Home Maintenance,,-38
6/6/2024,Checking 2300,Online Transfer To Person Two S Everyday Checking Xxxxxxxxx2628 Ref #ib0ngkv538 On 06/06/24,Transfers,,-495
6/6/2024,Savings 9667,Online Transfer To Person Two S Preferred Checking Xxxxxx0819 Ref #ib0ngkyfmv On 06/06/24,Transfers,,-40
6/6/2024,Checking 4690,Paypal Inst Xfer Xx0606 Xsolla Hero War Person One,Transfers,,-225
6/6/2024,Checking 4690,Chase,Credit Card Payments,,-4866.91
6/6/2024,Checking 4690,Chase,Credit Card Payments,,-390.52
6/6/2024,Checking 4690,"General Dynamics Information Technology, Inc",Consulting,,4488.78
6/6/2024,Brokerage IND,So - Southern Co,Dividends Received,,12.96
6/6/2024,Brokerage IRA,So - Southern Co,Dividends Received (tax-advantaged),,74.88
6/6/2024,Brokerage IRA,Ebnd - Spdr Ser Tr-bloomberg Emergi,Dividends Received (tax-advantaged),,27.2
6/5/2024,Credit Card 4008,Directv,Cable/Satellite,,-289.63
6/5/2024,Credit Card 2637,Payment Thank You-mobile,Credit Card Payments,,4866.91
6/5/2024,Credit Card 2637,Costco,General Merchandise,,21.18
6/5/2024,Credit Card 2637,Chicken Rico,Restaurants,,-35.02
6/5/2024,Credit Card 2637,Loudoun County Public Schools,Education,,-35
6/5/2024,Credit Card 2004,Walmart Plus,Dues & Subscriptions,,12.95
6/5/2024,Credit Card 2004,Tropical Smoothie Cafe,Restaurants,,-13.57
6/5/2024,Credit Card 5529,Payment Thank You-mobile,Credit Card Payments,,390.52
6/5/2024,Checking 2300,Online Transfer To Person Two S Everyday Checking Xxxxxxxxx2628 Ref #ib0ng86jby On 06/05/24,Transfers,,-50
6/5/2024,Checking 2300,Zelle,Rent,,500
6/5/2024,Checking 4690,Paypal Inst Xfer Xx0605 Xsolla Hero War Person One,Transfers,,-37.49
6/5/2024,Checking 4690,American Express,Credit Card Payments,,-1450.98
6/5/2024,Checking 4690,American Express,Credit Card Payments,,-700.96
6/5/2024,Checking 4690,American Express,Credit Card Payments,,-309.48
6/5/2024,Brokerage IND,Adm - Archer Daniels Midland Co,Dividends Received,,8
6/5/2024,Brokerage IRA,Adm - Archer Daniels Midland Co,Dividends Received (tax-advantaged),,26
6/5/2024,Brokerage IRA,Bndx - Vanguard Charlotte Fds-total Int Bd Etf,Dividends Received (tax-advantaged),,8.25
6/5/2024,Brokerage IRA,Ora - Ormat Technologies Inc,Dividends Received (tax-advantaged),,3.36
6/5/2024,Brokerage IRA,Vgit - Vanguard Scottsdale Fds-inter Term Treas,Dividends Received (tax-advantaged),,24.12
6/5/2024,Brokerage IRA,Bsv - Vanguard Bd Index Fds-short Trm Bond,Dividends Received (tax-advantaged),,31.28
6/5/2024,Brokerage IRA,Vglt - Vanguard Scottsdale Fds-long Term Treas,Dividends Received (tax-advantaged),,15.8
6/4/2024,Credit Card 4008,Mobile Payment - Thank You,Credit Card Payments,,309.48
6/4/2024,Credit Card 2637,Tropical Smoothie Cafe,Restaurants,,-74.37
6/4/2024,Credit Card 2637,24 7 Sports,General Merchandise,,-9.95
6/4/2024,Credit Card 2637,Tiktok,Entertainment,,-54.58
6/4/2024,Credit Card 2637,Aaa,Insurance,,-20
6/4/2024,Credit Card 2004,"Xx24 - Washington, Dreston Va",Other Expenses,,-122.03
6/4/2024,Credit Card 2004,Chick-fil-a,Restaurants,,-3.49
6/4/2024,Credit Card 2004,Mobile Payment - Thank You,Credit Card Payments,,1450.98
6/4/2024,Credit Card 2004,Walmart,General Merchandise,,-12.95
6/4/2024,Credit Card 2004,Wegmans,Groceries,,-61.39
6/4/2024,Credit Card 1009,Mobile Payment - Thank You,Credit Card Payments,,700.96
6/4/2024,Checking 2300,Verizon Wireless,Telephone,,-330.94
6/4/2024,Checking 2300,Online Transfer To Person Two S Everyday Checking Xxxxxxxxx2628 Ref #ib0nfv6jcv On 06/04/24,Transfers,,-245
6/4/2024,Brokerage IRA,Jnj - Johnson & Johnson,Dividends Received (tax-advantaged),,90.52
6/3/2024,Credit Card 4008,Verizon,Telephone,,-278.5
6/3/2024,Credit Card 4008,Csc Xxx-xxx-8506 De,Online Services,,-183.96
6/3/2024,Credit Card 2637,Ihop,Restaurants,,-63.63
6/3/2024,Credit Card 2637,Ihop,Restaurants,,-23.07
6/3/2024,Credit Card 2637,Chipotle Mexican Grill,Restaurants,,-23.81
6/3/2024,Credit Card 2637,B5 Academy,Clothing/Shoes,,-25
6/3/2024,Credit Card 2637,Safeway,Groceries,,-142.35
6/3/2024,Credit Card 2637,Roy Rogers Restaurants,Restaurants,,-22.41
6/3/2024,Brokerage 9091,Af Trgt Date 2030 R6 - Realizedgainloss,Transfers,,1.85
6/3/2024,Brokerage 9091,Af Trgt Date 2030 R6 - Fees,Service Charges/Fees,,-21.25
6/3/2024,Checking 2300,Online Transfer To Person Two S Everyday Checking Xxxxxxxxx2628 Ref #ib0nf9yxjz On 06/02/24,Transfers,,-95
6/3/2024,Checking 2300,Online Transfer To Person Two S Everyday Checking Xxxxxxxxx2628 Ref #ib0ndtd8z5 On 06/01/24,Transfers,,-182
6/3/2024,Checking 2300,Zelle,Rent,,500
6/3/2024,Savings 9793,Wells Fargo,Savings,,1
6/3/2024,Checking 4690,Paypal Inst Xfer Xx0603 Xsolla Hero War Person One,Transfers,,-44.99
6/3/2024,Checking 4690,Paypal Inst Xfer Xx0602 Xsolla Hero War Person One,Transfers,,-1.89
6/3/2024,Checking 4690,Wells Fargo Home Mortgage,Mortgages,,-4364.06
6/3/2024,Brokerage IRA,Intc - Intel Corp,Dividends Received (tax-advantaged),,15.5
6/3/2024,Brokerage IRA,Cop - Conocophillips,Dividends Received (tax-advantaged),,27.84
6/3/2024,Brokerage IRA,Cop - Conocophillips,Dividends Received (tax-advantaged),,9.6
6/3/2024,Brokerage IRA,Pnw - Pinnacle West Cap Corp,Dividends Received (tax-advantaged),,67.76
6/3/2024,Brokerage IRA,Wtrg - Essential Utils Inc,Dividends Received (tax-advantaged),,47.91
6/2/2024,Credit Card 4008,Netflix,Entertainment,,-30.98
6/2/2024,Credit Card 2637,Cash Advance Interest Cha,Service Charges/Fees,,-1.48
6/2/2024,Credit Card 2637,First Watch,Restaurants,,-24.81
6/2/2024,Credit Card 2004,Red's Table,Restaurants,,-103.92
6/1/2024,Mortgage 6184,Principal Pmt,Loans,,200
6/1/2024,Mortgage 6184,Payment,Loans,,4164.06
6/1/2024,Credit Card 2637,Grubhubmanhattanpizze,Restaurants,,-98
6/1/2024,Credit Card 2637,8 Chains North Winery,Groceries,,-79.71
6/1/2024,Credit Card 2637,Annual Membership Fee,Dues & Subscriptions,,-95
6/1/2024,Credit Card 2637,Sense Of Thai St,Restaurants,,-69.76
6/1/2024,Credit Card 2004,Google *cloud Gggthxg.co/helppay# Ca,Online Services,,-186.41
6/1/2024,Credit Card 2004,Life Time Fitness,Personal Care,,-193.73
6/1/2024,Credit Card 2004,Chipotle Mexican Grill,Restaurants,,-60.4
6/1/2024,Credit Card 2004,E-zpass,Travel,,-140
6/1/2024,Credit Card 2004,Tropical Smoothie Cafe,Restaurants,,-17.71
5/31/2024,Credit Card 2637,"In *loudoun Garage Door,",Automotive,,-275
5/31/2024,Credit Card 2637,Doordash,Restaurants,,-40.31
5/31/2024,Brokerage 8440,Reinvestment Cash,Securities Trades,,-1
5/31/2024,Brokerage 8440,Interest Earned Cash,Investment Income,,1
5/31/2024,Credit Card 2004,Courtyard,Travel,,-283.23
5/31/2024,Credit Card 2004,Tropical Smoothie Cafe,Restaurants,,-6.88
5/31/2024,HSA 4750,Bought Fdic Insured Deposit Fdicx9359 Cash,Securities Trades,,0.18
5/31/2024,HSA 4750,Taxable Interest Fdic Insured Deposit Fdicx9359,Investment Income,,0.18
5/31/2024,Brokerage 9091,Af Trgt Date 2030 R6 - Contribution,Retirement Contributions,,1300.94
5/31/2024,Credit Card 7031,Mathway,Education,,-19.99
5/31/2024,Checking 2300,Interest Payment,Interest,,0.01
5/31/2024,Checking 2300,Kohl's,Credit Card Payments,,-107.05
5/31/2024,Checking 4690,Datastax Inc-osv Xxxxxxxxxx Xx0531 8osv03g7w Person One,Paychecks/Salary,,5368.26
5/31/2024,Checking 4690,Datastax Inc-osv Xxxxxxxxxx Xx0531 8osv03g57 Person One,Paychecks/Salary,,3895.81
5/31/2024,Brokerage IND,Usd - Us Dollars And Money Fund Sweeps,Investment Income,,6.33
5/31/2024,Brokerage IND,Sbux - Starbucks Corp,Dividends Received,,5.13
5/31/2024,Brokerage IRA,Usd - Us Dollars And Money Fund Sweeps,Investment Income,,29.02
5/31/2024,Brokerage IRA,Sbux - Starbucks Corp,Dividends Received (tax-advantaged),,39.9
5/30/2024,Credit Card 2637,Transaction Fee,Service Charges/Fees,,-10
5/30/2024,Credit Card 2637,Chipotle Mexican Grill,Restaurants,,-36.47
5/30/2024,Credit Card 2637,Safeway,Groceries,,-124.59
5/30/2024,Credit Card 2004,Sheraton Hotels & Resorts,Travel,,-4
5/30/2024,Credit Card 2004,Uber Eats,Restaurants,,-93.47
5/30/2024,Credit Card 2004,Dunkin' Donuts,Restaurants,,-4.01
5/30/2024,Credit Card 2004,Tst* Ariake Japanesereston Va,Restaurants,,-74.68
5/30/2024,Checking 4690,Paypal Inst Xfer Xx0530 Ihs Bands Person One,Transfers,,-5
5/30/2024,Brokerage IRA,Ups - United Parcel Service Inc-cl B,Dividends Received (tax-advantaged),,84.76
5/30/2024,Brokerage IRA,Pool - Pool Corp,Dividends Received (tax-advantaged),,15.6
5/29/2024,Credit Card 4008,Mobile Payment - Thank You,Credit Card Payments,,146.11
5/29/2024,Credit Card 2637,Costco,General Merchandise,,-74.13
5/29/2024,Credit Card 2637,Costco,General Merchandise,,-234
5/29/2024,Credit Card 2637,Loudoun County Public Schools,Education,,-35
5/29/2024,Credit Card 2637,Venmo *alyssa Hill,Transfers,,-183.34
5/29/2024,Credit Card 2004,Mobile Payment - Thank You,Credit Card Payments,,2618.13
5/29/2024,Credit Card 2004,Sheraton Hotels & Resorts,Travel,,-207.92
5/29/2024,Credit Card 5529,In *swim Gem Inc,Entertainment,,-315.52
5/29/2024,Checking 2300,Online Transfer To Person Two S Everyday Checking Xxxxxxxxx2628 Ref #ib0ncqg4rc On 05/29/24,Transfers,,-450
5/29/2024,Checking 4690,American Express,Credit Card Payments,,-2618.13
5/29/2024,Checking 4690,Paypal Inst Xfer Xx0529 Xsolla Hero War Person One,Transfers,,-180
5/29/2024,Checking 4690,American Express,Credit Card Payments,,-146.11
5/28/2024,Credit Card 4008,Cooper's Hawk Winery & Restaurants,Restaurants,,-64.99
5/28/2024,Credit Card 2637,Doordash,Restaurants,,-148.4
5/28/2024,Credit Card 2637,Exxonmobil,Gasoline/Fuel,,-107.75
5/28/2024,Credit Card 2004,Apple.com,Electronics,,-0.99
5/28/2024,Credit Card 2004,Wegmans,Groceries,,-74.62
5/28/2024,Checking 2300,Recurring Transfer To Person Two S Way2save Savings Ref #op0nc9hzrr Xxxxxxxxx9667,Transfers,,-100
5/28/2024,Savings 9667,Recurring Transfer From Person One Checking Ref #op0nc9hzrr Xxxxxxxxx2300,Transfers,,100
5/28/2024,Checking 4690,Ancestry.com,Online Services,,-229
5/28/2024,Checking 4690,Paypal Inst Xfer Xx0526 Xsolla Hero War Person One,Transfers,,-1.89
5/28/2024,Brokerage IRA,Wmt - Walmart Inc,Dividends Received (tax-advantaged),,45.44
5/27/2024,Credit Card 2637,Discountfilters.com,Travel,,-87.68
5/27/2024,Credit Card 2637,Wegmans,Groceries,,-236.71
5/27/2024,Credit Card 2004,Eves Garden Lounge &falls Church Va,Restaurants,,-114.48
5/27/2024,Credit Card 2004,Tropical Smoothie Cafe,Restaurants,,-6.88
5/27/2024,Credit Card 4300,Gold's Gym,Personal Care,,-49.99
5/27/2024,Credit Card 1009,Hampton Inn,Travel,,-700.96
5/26/2024,Credit Card 2004,E-zpass,Travel,,-140
5/26/2024,Credit Card 2004,Tropical Smoothie Cafe,Restaurants,,-6.88
5/25/2024,Credit Card 2004,Google *youtubepremig.co/helppay# Ca,Online Services,,-13.99
5/25/2024,Credit Card 2004,Amazon Marketplace,General Merchandise,,-89
5/25/2024,Credit Card 2004,Mcdonald's,Restaurants,,-8.09
5/25/2024,Credit Card 2004,The Cadet Restaurantwest Point Ny,Restaurants,,-4
5/25/2024,Credit Card 2004,The Cadet Restaurantwest Point Ny,Restaurants,,-18
5/24/2024,Credit Card 2637,Dunkin' Donuts,Restaurants,,-47.29
5/24/2024,Credit Card 2637,Shake Shack,Restaurants,,-95.68
5/24/2024,Credit Card 2637,Adobe,Online Services,,-19.99
5/24/2024,Brokerage 8093,Target 2030 Fund - Contribution,Retirement Contributions,,1058.7
5/24/2024,Credit Card 5529,Gulf Oil,Gasoline/Fuel,,-75
5/24/2024,Checking 2300,State Of Maryland,Paychecks/Salary,,1029.12
5/24/2024,Checking 4690,Paypal Inst Xfer Xx0524 Xsolla Hero War Person One,Transfers,,-250
5/23/2024,Credit Card 4008,Microsoft,Online Services,,-1.99
5/23/2024,Credit Card 2637,Exxonmobil,Gasoline/Fuel,,-52.08
5/23/2024,Credit Card 2637,Ls Swim Gem Inc,Entertainment,,-99.62
5/23/2024,Credit Card 2637,Audible,Hobbies,,-14.95
5/23/2024,Credit Card 2637,Wendy's,Restaurants,,-19.67
5/23/2024,Credit Card 2004,Sheraton Hotels & Resorts,Travel,,-1093.86
5/23/2024,Checking 4690,Interest Payment,Interest,,0.08
5/23/2024,Checking 4690,Paypal Inst Xfer Xx0523 Xsolla Hero War Person One,Transfers,,-250
5/23/2024,Checking 4690,"General Dynamics Information Technology, Inc",Consulting,,4488.79
